application_id,country_of_applicant,application_date,education_of_employee,has_job_experience,requires_job_training,visa_type,processing_center,processing_time_days,case_status,destination_country,job_offer,years_experience,documents_complete,previous_visa_rejections,processing_days,visa_status
22298,India,3/2/2024 15:28,Bachelor's,Y,N,Work,Center B,333,Certified,Canada,Yes,1,Yes,2,8,Rejected
22299,India,6/8/2025 19:22,Master's,N,N,Student,Center A,243,Certified,Singapore,,,Yes,1,10,Approved
22300,India,1/20/2025 15:56,High School,N,N,Student,Center C,52,Certified,Germany,,,Yes,0,41,Pending
22301,India,1/20/2024 4:03,PhD,Y,Y,Student,Center A,278,Certified,UK,,,Yes,1,29,Pending
22302,India,5/9/2025 11:49,PhD,Y,N,Business,Center D,102,Certified,Germany,,,Yes,1,48,Pending
22303,India,12/24/2025 23:50,Bachelor's,Y,N,Tourist,Center D,120,Certified,UK,,,No,0,27,Rejected
22304,India,1/21/2025 15:25,High School,N,N,Student,Center C,134,Certified,UK,,,No,2,40,Rejected
22305,India,9/5/2024 15:19,Diploma,Y,N,Work,Center D,170,Certified,Singapore,Yes,14,No,1,37,Rejected
22306,India,8/18/2024 2:32,Bachelor's,Y,N,Student,Center D,192,Certified,UAE,,,No,0,47,Rejected
22307,India,7/13/2025 9:03,Bachelor's,Y,N,Business,Center A,182,Certified,UAE,,,No,0,56,Rejected
22308,India,8/10/2025 1:42,Bachelor's,N,N,Work,Center B,167,Denied,Germany,Yes,14,No,1,22,Rejected
22309,India,8/28/2024 7:28,High School,Y,N,Business,Center C,260,Certified,USA,,,No,0,27,Rejected
22310,India,9/28/2025 13:49,PhD,N,N,Tourist,Center A,204,Denied,Canada,,,Yes,2,43,Rejected
22311,India,5/8/2025 1:59,High School,Y,N,Tourist,Center D,95,Certified,USA,,,Yes,2,7,Rejected
22312,India,2/16/2026 23:11,Diploma,Y,Y,Tourist,Center B,258,Certified,USA,,,Yes,2,50,Rejected
22313,India,5/15/2024 15:30,PhD,N,N,Tourist,Center C,116,Certified,UAE,,,Yes,0,43,Pending
22314,India,11/18/2025 11:10,Master's,Y,Y,Student,Center C,105,Certified,Canada,,,No,1,58,Rejected
22315,India,3/15/2024 14:01,PhD,N,N,Work,Center B,275,Certified,UAE,No,3,No,0,22,Rejected
22316,India,10/15/2024 15:08,PhD,Y,N,Business,Center A,234,Certified,UAE,,,No,0,44,Rejected
22317,India,2/17/2024 20:10,Bachelor's,Y,N,Business,Center C,84,Certified,Singapore,,,Yes,1,45,Pending
22318,India,3/2/2024 10:00,Master's,N,Y,Business,Center B,233,Denied,UAE,,,No,1,19,Rejected
22319,India,11/26/2024 4:36,Master's,Y,N,Work,Center D,121,Denied,Australia,Yes,3,No,2,26,Rejected
22320,India,7/12/2025 16:37,Diploma,Y,Y,Tourist,Center A,92,Certified,USA,,,No,0,45,Rejected
22321,India,2/23/2025 19:46,Master's,Y,N,Work,Center A,344,Denied,Singapore,No,0,No,0,26,Rejected
22322,India,9/13/2025 7:59,Bachelor's,Y,Y,Tourist,Center B,271,Certified,Singapore,,,Yes,0,30,Pending
22323,India,1/16/2024 18:47,Diploma,Y,Y,Work,Center A,8,Certified,USA,Yes,8,Yes,2,56,Rejected
22324,India,12/4/2025 14:31,Diploma,N,N,Tourist,Center D,171,Certified,Singapore,,,No,2,30,Rejected
22325,India,11/9/2024 4:36,High School,Y,Y,Work,Center B,333,Denied,USA,No,7,No,2,52,Rejected
22326,India,9/27/2025 13:30,Bachelor's,N,Y,Student,Center B,111,Certified,Australia,,,No,0,23,Rejected
22327,India,6/12/2024 8:05,PhD,Y,N,Student,Center D,196,Denied,UK,,,No,2,36,Rejected
22328,India,1/10/2025 23:26,Master's,N,N,Student,Center B,160,Denied,Singapore,,,No,0,52,Rejected
22329,India,3/3/2024 14:58,Diploma,Y,Y,Student,Center D,194,Certified,Germany,,,Yes,1,40,Pending
22330,India,1/10/2025 13:46,High School,N,Y,Tourist,Center C,114,Certified,Germany,,,Yes,0,39,Pending
22331,India,11/25/2025 23:21,High School,Y,Y,Work,Center A,314,Certified,Australia,Yes,1,No,1,39,Rejected
22332,India,12/12/2024 10:17,Master's,Y,N,Work,Center A,311,Certified,USA,Yes,2,Yes,1,10,Approved
22333,India,10/3/2025 11:18,Diploma,Y,Y,Business,Center A,296,Certified,Germany,,,Yes,2,18,Rejected
22334,India,5/12/2024 18:37,Master's,Y,Y,Business,Center C,195,Certified,Australia,,,Yes,1,8,Approved
22335,India,9/8/2024 13:49,Diploma,Y,N,Student,Center A,177,Denied,UAE,,,Yes,0,35,Pending
22336,India,12/3/2025 7:43,PhD,Y,N,Business,Center B,175,Certified,Canada,,,No,1,42,Rejected
22337,India,6/22/2024 8:47,Diploma,N,Y,Student,Center A,37,Certified,Germany,,,Yes,0,25,Pending
22338,India,5/4/2025 21:48,High School,Y,Y,Business,Center B,45,Certified,Canada,,,No,1,39,Rejected
22339,India,7/19/2024 0:16,Diploma,Y,N,Student,Center B,292,Certified,USA,,,No,2,24,Rejected
22340,India,2/27/2024 5:38,High School,Y,N,Work,Center D,291,Certified,Germany,No,5,No,1,9,Rejected
22341,India,1/2/2026 9:24,Diploma,N,Y,Tourist,Center D,101,Certified,Australia,,,No,2,11,Rejected
22342,India,4/28/2024 4:55,Bachelor's,Y,Y,Student,Center C,20,Certified,UK,,,No,0,41,Rejected
22343,India,4/4/2025 3:35,Master's,N,N,Business,Center B,106,Certified,Germany,,,Yes,0,43,Pending
22344,India,2/5/2026 1:43,Master's,Y,Y,Business,Center A,55,Certified,Germany,,,Yes,0,12,Approved
22345,India,8/28/2024 6:54,Bachelor's,N,N,Business,Center C,340,Certified,Germany,,,Yes,1,13,Approved
22346,India,6/6/2025 6:40,PhD,Y,N,Student,Center B,111,Certified,Germany,,,No,1,52,Rejected
22347,India,5/12/2025 16:17,PhD,Y,N,Work,Center C,288,Certified,Australia,Yes,6,Yes,2,25,Rejected
22348,India,4/5/2025 20:12,High School,Y,Y,Tourist,Center B,187,Certified,Australia,,,No,1,49,Rejected
22349,India,2/20/2024 14:07,Diploma,N,N,Business,Center A,293,Certified,UK,,,No,1,58,Rejected
22350,India,11/18/2024 9:55,Master's,Y,N,Business,Center B,306,Certified,Australia,,,No,0,22,Rejected
22351,India,11/6/2024 5:09,Master's,Y,Y,Student,Center A,251,Certified,Australia,,,Yes,0,20,Approved
22352,India,1/9/2025 4:35,PhD,Y,N,Tourist,Center D,281,Certified,USA,,,No,2,31,Rejected
22353,India,10/5/2024 22:15,High School,N,Y,Student,Center B,68,Certified,Singapore,,,Yes,1,30,Pending
22354,India,1/24/2025 4:02,Master's,Y,Y,Work,Center D,109,Denied,USA,Yes,11,No,0,33,Rejected
22355,India,1/2/2024 0:41,Master's,Y,Y,Tourist,Center B,280,Certified,Singapore,,,Yes,1,42,Pending
22356,India,1/2/2026 22:29,Master's,Y,Y,Work,Center A,52,Certified,Canada,No,1,No,0,45,Rejected
22357,India,1/21/2026 23:40,Master's,N,Y,Student,Center D,141,Certified,UK,,,Yes,2,45,Rejected
22358,India,6/19/2024 23:05,Diploma,Y,N,Work,Center B,9,Certified,Singapore,Yes,14,Yes,2,21,Rejected
22359,India,6/11/2025 21:53,Diploma,Y,N,Student,Center B,100,Certified,USA,,,Yes,2,55,Rejected
22360,India,1/9/2025 4:02,Master's,Y,Y,Business,Center C,58,Certified,UK,,,No,2,13,Rejected
22361,India,2/25/2026 17:26,Master's,Y,N,Business,Center B,24,Certified,UK,,,No,2,14,Rejected
22362,India,8/23/2025 20:36,PhD,Y,Y,Business,Center A,345,Certified,Germany,,,No,1,54,Rejected
22363,India,12/15/2025 1:20,Master's,Y,N,Student,Center A,243,Denied,UAE,,,No,1,38,Rejected
22364,India,6/2/2025 3:33,PhD,Y,N,Student,Center D,219,Denied,UAE,,,Yes,1,31,Pending
22365,India,2/4/2024 0:12,Bachelor's,Y,Y,Student,Center B,97,Certified,UAE,,,No,0,23,Rejected
22366,India,6/14/2025 10:18,Diploma,N,Y,Work,Center B,44,Denied,UK,Yes,8,Yes,0,10,Approved
22367,India,5/24/2025 13:32,Bachelor's,N,N,Business,Center D,135,Denied,Germany,,,No,0,54,Rejected
22368,India,12/5/2025 20:09,High School,Y,N,Student,Center D,9,Certified,Canada,,,No,1,34,Rejected
22369,India,7/28/2025 13:54,Master's,Y,N,Business,Center D,306,Certified,Canada,,,Yes,1,55,Pending
22370,India,5/16/2025 8:02,Diploma,Y,N,Business,Center C,107,Certified,UAE,,,No,0,24,Rejected
22371,India,11/13/2025 13:53,Bachelor's,Y,N,Student,Center D,161,Certified,Canada,,,No,2,14,Rejected
22372,India,2/17/2025 23:34,PhD,Y,Y,Student,Center D,12,Certified,Germany,,,No,0,9,Rejected
22373,India,6/13/2024 20:35,Bachelor's,Y,Y,Work,Center C,125,Certified,UAE,No,11,No,2,56,Rejected
22374,India,11/3/2025 12:27,High School,Y,Y,Work,Center A,83,Certified,Singapore,Yes,5,No,2,18,Rejected
22375,India,12/16/2025 9:20,Diploma,N,N,Business,Center D,82,Certified,Singapore,,,Yes,0,44,Pending
22376,India,10/13/2024 23:16,Master's,Y,N,Student,Center B,232,Certified,Germany,,,Yes,1,46,Pending
22377,India,12/22/2025 19:01,PhD,N,Y,Student,Center B,242,Certified,Canada,,,No,0,14,Rejected
22378,India,8/21/2024 4:31,High School,Y,Y,Student,Center B,353,Certified,UAE,,,No,2,32,Rejected
22379,India,2/20/2026 6:52,Bachelor's,Y,N,Business,Center B,236,Certified,Singapore,,,Yes,0,19,Approved
22380,India,6/12/2025 3:05,Bachelor's,N,Y,Student,Center C,171,Certified,Germany,,,No,2,23,Rejected
22381,India,2/16/2026 13:28,PhD,Y,N,Work,Center B,308,Certified,Australia,Yes,5,No,2,13,Rejected
22382,India,2/22/2025 14:06,Master's,Y,Y,Tourist,Center D,255,Certified,Singapore,,,No,2,8,Rejected
22383,India,8/7/2025 16:05,PhD,N,Y,Tourist,Center C,191,Certified,Australia,,,Yes,1,41,Pending
22384,India,3/22/2024 6:54,PhD,Y,Y,Work,Center C,338,Certified,Germany,Yes,4,No,2,9,Rejected
22385,India,4/3/2025 18:24,Master's,Y,N,Tourist,Center A,44,Certified,Germany,,,No,0,7,Rejected
22386,India,3/26/2024 13:31,Master's,Y,Y,Work,Center A,175,Certified,USA,Yes,12,Yes,2,59,Rejected
22387,India,4/27/2024 5:22,PhD,Y,Y,Business,Center C,74,Certified,Singapore,,,Yes,2,27,Rejected
22388,India,4/1/2025 23:51,Bachelor's,Y,N,Tourist,Center A,358,Certified,USA,,,Yes,0,10,Approved
22389,India,6/17/2024 4:39,High School,Y,Y,Business,Center C,45,Certified,UK,,,Yes,0,12,Approved
22390,India,7/6/2025 0:23,PhD,Y,N,Business,Center C,134,Certified,Singapore,,,No,2,31,Rejected
22391,India,10/6/2024 23:26,Bachelor's,Y,Y,Work,Center A,248,Denied,UAE,No,13,No,2,29,Rejected
22392,India,2/10/2025 18:49,Diploma,Y,N,Business,Center B,347,Certified,UK,,,No,2,23,Rejected
22393,India,6/11/2025 13:40,Diploma,Y,N,Tourist,Center D,108,Certified,UK,,,No,2,8,Rejected
22394,India,7/15/2024 12:04,Bachelor's,Y,N,Tourist,Center C,102,Certified,Canada,,,Yes,0,57,Pending
22395,India,12/28/2025 2:34,Diploma,Y,N,Work,Center B,141,Certified,Australia,No,14,No,0,51,Rejected
22396,India,9/22/2025 2:17,Diploma,Y,Y,Business,Center C,104,Certified,Canada,,,Yes,0,23,Approved
22397,India,3/29/2025 6:28,High School,N,Y,Student,Center C,113,Denied,UAE,,,No,0,59,Rejected
22398,India,2/28/2024 4:15,Master's,N,N,Business,Center B,302,Certified,Germany,,,Yes,2,53,Rejected
22399,India,9/7/2024 9:48,High School,Y,N,Tourist,Center D,31,Certified,USA,,,Yes,1,45,Pending
22400,India,4/23/2024 4:08,Diploma,N,N,Tourist,Center B,219,Certified,UAE,,,Yes,1,39,Pending
22401,India,4/9/2025 19:06,High School,N,N,Tourist,Center A,254,Certified,Germany,,,No,1,39,Rejected
22402,India,9/27/2025 12:25,High School,Y,N,Business,Center A,319,Certified,UAE,,,No,1,50,Rejected
22403,India,10/25/2025 1:41,Master's,Y,N,Student,Center C,79,Certified,Germany,,,Yes,2,56,Rejected
22404,India,11/29/2025 0:56,Master's,Y,N,Tourist,Center C,75,Certified,Singapore,,,Yes,2,44,Rejected
22405,India,5/5/2024 1:12,High School,Y,N,Business,Center D,112,Certified,USA,,,No,0,42,Rejected
22406,India,1/16/2026 6:10,PhD,Y,Y,Work,Center B,41,Denied,Germany,Yes,1,Yes,0,22,Approved
22407,India,1/26/2024 18:21,Diploma,Y,N,Business,Center B,324,Certified,UK,,,No,1,56,Rejected
22408,India,11/27/2025 19:02,PhD,Y,Y,Tourist,Center C,118,Certified,UAE,,,Yes,0,28,Pending
22409,India,11/24/2025 4:16,High School,N,Y,Tourist,Center A,43,Certified,USA,,,No,0,40,Rejected
22410,India,7/18/2024 23:21,High School,N,Y,Tourist,Center C,31,Certified,Germany,,,No,0,44,Rejected
22411,India,9/17/2025 3:59,High School,Y,N,Tourist,Center C,28,Certified,UK,,,Yes,1,18,Approved
22412,India,6/16/2025 14:23,High School,Y,N,Tourist,Center B,241,Denied,UK,,,Yes,0,25,Pending
22413,India,5/21/2025 15:31,High School,Y,Y,Business,Center D,193,Certified,Singapore,,,Yes,2,39,Rejected
22414,India,6/7/2024 5:57,Bachelor's,Y,N,Business,Center C,120,Certified,Australia,,,No,1,52,Rejected
22415,India,5/23/2025 12:41,Bachelor's,Y,N,Student,Center A,260,Certified,UK,,,Yes,1,51,Pending
22416,India,2/2/2025 11:13,Master's,Y,Y,Business,Center B,201,Certified,Canada,,,Yes,2,10,Rejected
22417,India,3/2/2024 8:51,PhD,N,N,Tourist,Center A,32,Certified,USA,,,No,2,48,Rejected
22418,India,10/30/2024 11:43,PhD,Y,N,Business,Center D,281,Certified,USA,,,Yes,2,48,Rejected
22419,India,2/14/2025 0:59,Bachelor's,Y,Y,Business,Center A,23,Certified,USA,,,No,2,11,Rejected
22420,India,5/3/2025 9:43,Master's,Y,N,Student,Center C,319,Certified,Germany,,,No,2,55,Rejected
22421,India,2/2/2025 4:51,Bachelor's,N,N,Tourist,Center B,45,Certified,UAE,,,Yes,0,16,Approved
22422,India,10/4/2025 14:41,Diploma,Y,Y,Student,Center D,307,Certified,Germany,,,Yes,2,21,Rejected
22423,India,12/31/2024 12:31,Master's,Y,N,Tourist,Center A,256,Certified,Canada,,,No,0,12,Rejected
22424,India,2/4/2026 22:54,High School,Y,N,Tourist,Center B,105,Certified,UAE,,,Yes,2,14,Rejected
22425,India,7/19/2025 18:46,Diploma,Y,N,Work,Center C,268,Certified,Singapore,Yes,9,No,2,52,Rejected
22426,India,6/24/2024 21:47,High School,Y,Y,Business,Center C,208,Denied,UK,,,No,1,10,Rejected
22427,India,9/22/2024 18:33,PhD,Y,N,Tourist,Center B,274,Certified,Germany,,,Yes,1,59,Pending
22428,India,5/26/2024 18:14,Master's,Y,N,Work,Center B,167,Certified,UAE,Yes,12,No,2,57,Rejected
22429,India,2/4/2026 13:04,PhD,Y,N,Student,Center C,44,Certified,UK,,,No,0,57,Rejected
22430,India,8/3/2025 18:49,Diploma,Y,Y,Business,Center A,78,Certified,UAE,,,Yes,0,11,Approved
22431,India,1/31/2026 12:50,Bachelor's,Y,Y,Tourist,Center D,345,Certified,UK,,,Yes,0,36,Pending
22432,India,3/20/2024 13:50,PhD,Y,N,Work,Center D,208,Certified,UAE,Yes,3,Yes,2,54,Rejected
22433,India,6/13/2025 0:12,Bachelor's,Y,Y,Student,Center D,108,Denied,Germany,,,No,0,15,Rejected
22434,India,9/15/2025 9:16,Master's,Y,N,Student,Center D,90,Certified,Germany,,,Yes,0,27,Pending
22435,India,2/20/2024 0:39,Bachelor's,Y,N,Work,Center C,93,Certified,Canada,No,4,Yes,0,22,Approved
22436,India,1/2/2024 16:40,High School,Y,Y,Business,Center A,100,Certified,Singapore,,,Yes,2,16,Rejected
22437,India,8/9/2024 23:22,Bachelor's,N,N,Tourist,Center B,79,Certified,Singapore,,,Yes,0,28,Pending
22438,India,2/12/2024 13:49,PhD,N,N,Work,Center A,130,Certified,Australia,No,0,No,0,33,Rejected
22439,India,10/9/2024 18:23,Master's,Y,Y,Work,Center B,152,Certified,USA,No,6,Yes,1,31,Pending
22440,India,11/28/2024 0:45,Master's,Y,Y,Student,Center B,12,Certified,Germany,,,No,1,51,Rejected
22441,India,9/28/2025 21:41,Master's,N,N,Work,Center D,295,Certified,Germany,Yes,5,No,2,7,Rejected
22442,India,12/29/2024 17:36,Diploma,Y,Y,Business,Center A,318,Certified,UK,,,Yes,0,12,Approved
22443,India,1/16/2024 4:21,PhD,Y,Y,Student,Center A,344,Certified,Australia,,,No,0,39,Rejected
22444,India,12/21/2025 15:50,PhD,N,Y,Work,Center C,225,Certified,Singapore,No,7,Yes,0,22,Approved
22445,India,6/11/2025 0:38,PhD,Y,Y,Work,Center B,244,Certified,Germany,Yes,3,Yes,2,42,Rejected
22446,India,12/14/2025 9:30,Master's,N,N,Business,Center A,331,Certified,UAE,,,Yes,1,16,Approved
22447,India,11/14/2024 19:27,Master's,Y,Y,Tourist,Center A,309,Denied,Singapore,,,No,2,12,Rejected
22448,India,9/28/2025 10:57,Diploma,Y,Y,Tourist,Center B,341,Certified,Australia,,,Yes,0,13,Approved
22449,India,6/25/2025 23:02,Bachelor's,Y,N,Tourist,Center C,295,Certified,USA,,,Yes,2,19,Rejected
22450,India,1/16/2024 6:21,High School,Y,N,Student,Center D,276,Certified,UAE,,,No,0,33,Rejected
22451,India,12/19/2024 6:01,High School,Y,Y,Tourist,Center D,166,Certified,UK,,,No,1,55,Rejected
22452,India,1/18/2024 12:10,Bachelor's,Y,Y,Tourist,Center B,131,Certified,Canada,,,Yes,0,54,Pending
22453,India,1/5/2025 0:23,Master's,N,Y,Student,Center A,296,Certified,UAE,,,Yes,2,29,Rejected
22454,India,12/13/2025 12:47,Bachelor's,Y,N,Work,Center D,127,Certified,Singapore,Yes,11,Yes,0,13,Approved
22455,India,1/21/2025 16:17,Bachelor's,Y,Y,Student,Center A,140,Certified,USA,,,No,1,52,Rejected
22456,India,7/3/2024 5:27,Diploma,Y,N,Tourist,Center C,164,Certified,UAE,,,Yes,0,18,Approved
22457,India,12/18/2025 15:36,Diploma,Y,N,Student,Center B,261,Certified,Australia,,,No,1,9,Rejected
22458,India,4/23/2024 8:45,Master's,N,N,Student,Center A,151,Certified,Australia,,,No,2,8,Rejected
22459,India,7/15/2024 20:46,PhD,Y,Y,Tourist,Center A,77,Denied,USA,,,No,2,18,Rejected
22460,India,6/6/2024 5:59,Master's,Y,Y,Work,Center D,204,Certified,Singapore,Yes,2,Yes,2,11,Rejected
22461,India,5/18/2024 16:02,Diploma,Y,N,Tourist,Center B,312,Certified,Australia,,,No,1,13,Rejected
22462,India,1/3/2024 9:24,Diploma,Y,N,Student,Center A,94,Certified,UAE,,,Yes,1,12,Approved
22463,India,10/15/2025 22:59,Master's,Y,N,Tourist,Center C,352,Certified,Canada,,,Yes,0,40,Pending
22464,India,2/22/2025 0:49,Bachelor's,N,Y,Work,Center C,83,Certified,UAE,Yes,6,Yes,2,25,Rejected
22465,India,7/19/2024 8:17,Diploma,Y,Y,Business,Center A,48,Denied,Canada,,,No,2,7,Rejected
22466,India,10/8/2025 22:10,High School,Y,N,Student,Center D,187,Certified,Australia,,,No,2,19,Rejected
22467,India,8/6/2025 19:26,PhD,Y,N,Work,Center C,326,Certified,UAE,Yes,0,Yes,1,22,Approved
22468,India,9/16/2025 17:43,PhD,N,N,Tourist,Center C,137,Certified,Australia,,,Yes,1,43,Pending
22469,India,3/16/2024 1:29,High School,Y,N,Tourist,Center D,318,Certified,Singapore,,,No,2,21,Rejected
22470,India,1/9/2026 7:29,Diploma,N,N,Business,Center C,116,Certified,Canada,,,Yes,1,32,Pending
22471,India,1/30/2024 6:36,High School,Y,Y,Student,Center C,131,Certified,Singapore,,,Yes,2,21,Rejected
22472,India,12/29/2024 12:13,Diploma,N,N,Tourist,Center D,45,Certified,Australia,,,Yes,0,25,Pending
22473,India,10/6/2024 14:08,Master's,N,N,Work,Center D,96,Certified,Germany,No,3,No,1,58,Rejected
22474,India,8/6/2025 13:10,PhD,Y,N,Student,Center D,41,Certified,UK,,,Yes,0,57,Pending
22475,India,10/20/2024 1:00,High School,N,N,Business,Center A,168,Certified,UAE,,,Yes,2,38,Rejected
22476,India,9/23/2025 3:34,Master's,N,Y,Work,Center B,356,Certified,Germany,Yes,11,Yes,1,51,Pending
22477,India,6/7/2024 12:06,Diploma,Y,N,Business,Center A,337,Certified,Singapore,,,Yes,2,59,Rejected
22478,India,2/18/2026 11:42,Master's,Y,N,Work,Center C,216,Certified,Australia,No,11,Yes,1,45,Pending
22479,India,9/26/2024 18:01,PhD,Y,N,Student,Center A,44,Denied,Australia,,,Yes,2,57,Rejected
22480,India,1/12/2026 15:12,PhD,Y,N,Work,Center B,268,Certified,UK,Yes,4,Yes,1,35,Pending
22481,India,12/27/2025 5:15,Bachelor's,N,N,Student,Center B,87,Certified,Australia,,,Yes,1,9,Approved
22482,India,2/7/2025 0:40,Bachelor's,Y,Y,Student,Center C,294,Denied,UK,,,No,1,39,Rejected
22483,India,9/3/2024 23:19,High School,Y,N,Work,Center B,79,Certified,UAE,No,8,Yes,1,51,Pending
22484,India,7/19/2024 8:22,PhD,N,N,Work,Center C,304,Certified,Canada,Yes,10,No,0,17,Rejected
22485,India,6/20/2025 22:48,Diploma,N,N,Student,Center A,58,Denied,UK,,,No,1,28,Rejected
22486,India,2/18/2025 6:31,PhD,N,N,Tourist,Center B,176,Certified,UK,,,Yes,0,33,Pending
22487,India,11/24/2025 9:58,Master's,Y,N,Tourist,Center B,234,Denied,Germany,,,Yes,1,11,Approved
22488,India,12/2/2025 2:54,PhD,Y,Y,Work,Center B,216,Certified,Australia,No,8,Yes,0,43,Pending
22489,India,2/29/2024 18:06,Master's,N,Y,Tourist,Center D,183,Certified,UAE,,,Yes,0,55,Pending
22490,India,4/7/2024 22:28,Diploma,Y,N,Tourist,Center C,62,Certified,Canada,,,No,1,37,Rejected
22491,India,1/1/2024 0:10,PhD,Y,N,Student,Center A,290,Certified,USA,,,Yes,1,38,Pending
22492,India,7/17/2024 15:59,PhD,Y,N,Student,Center C,67,Certified,Singapore,,,No,2,33,Rejected
22493,India,8/18/2025 21:57,PhD,Y,N,Tourist,Center B,123,Certified,UK,,,Yes,2,9,Rejected
22494,India,1/20/2024 12:18,Bachelor's,Y,N,Business,Center B,192,Certified,USA,,,No,0,51,Rejected
22495,India,9/30/2025 17:53,Bachelor's,N,Y,Work,Center C,53,Certified,Australia,No,11,No,2,24,Rejected
22496,India,2/22/2026 4:12,Diploma,N,N,Business,Center A,289,Certified,Singapore,,,No,0,50,Rejected
22497,India,2/3/2026 22:08,PhD,Y,N,Business,Center C,92,Certified,UK,,,No,1,30,Rejected
22498,India,6/10/2024 12:41,Master's,Y,N,Business,Center B,168,Denied,USA,,,Yes,2,51,Rejected
22499,India,5/23/2025 19:16,Master's,Y,Y,Tourist,Center A,288,Certified,Germany,,,No,2,20,Rejected
22500,India,1/20/2024 9:17,Diploma,Y,N,Student,Center C,222,Certified,USA,,,No,1,17,Rejected
22501,India,6/28/2024 6:38,High School,Y,N,Tourist,Center B,102,Certified,Singapore,,,No,1,41,Rejected
22502,India,12/11/2025 18:53,PhD,Y,Y,Business,Center B,214,Certified,Germany,,,Yes,0,17,Approved
22503,India,7/30/2024 9:55,Master's,Y,Y,Tourist,Center D,184,Certified,Singapore,,,Yes,1,51,Pending
22504,India,5/15/2025 10:39,High School,Y,Y,Work,Center A,256,Certified,Canada,Yes,9,Yes,1,36,Pending
22505,India,12/23/2024 21:50,Bachelor's,Y,N,Business,Center D,305,Certified,Australia,,,Yes,2,18,Rejected
22506,India,6/17/2025 4:37,Bachelor's,Y,N,Tourist,Center D,213,Certified,UAE,,,No,2,30,Rejected
22507,India,11/7/2025 1:52,Bachelor's,N,N,Student,Center A,234,Certified,USA,,,Yes,0,17,Approved
22508,India,12/15/2025 0:47,Master's,Y,Y,Business,Center C,51,Certified,UK,,,No,2,18,Rejected
22509,India,3/15/2025 22:20,Diploma,Y,N,Student,Center B,247,Certified,Singapore,,,Yes,1,43,Pending
22510,India,1/15/2026 12:15,Master's,Y,Y,Work,Center A,129,Certified,Singapore,No,5,Yes,0,9,Approved
22511,India,3/31/2025 3:33,Bachelor's,Y,N,Work,Center D,271,Certified,Australia,No,3,Yes,0,40,Pending
22512,India,12/1/2024 8:10,High School,Y,N,Tourist,Center B,160,Certified,USA,,,Yes,1,44,Pending
22513,India,10/7/2025 10:20,Diploma,Y,N,Tourist,Center B,354,Certified,UK,,,No,0,18,Rejected
22514,India,12/28/2024 17:40,PhD,N,Y,Work,Center B,146,Certified,UK,Yes,12,No,2,55,Rejected
22515,India,2/1/2025 9:31,Diploma,Y,N,Business,Center B,352,Denied,Singapore,,,No,0,40,Rejected
22516,India,8/1/2024 4:54,High School,N,N,Business,Center D,222,Certified,UAE,,,Yes,0,50,Pending
22517,India,8/12/2025 15:05,Master's,Y,N,Business,Center B,32,Certified,Singapore,,,Yes,2,16,Rejected
22518,India,3/12/2024 1:59,Bachelor's,Y,Y,Work,Center B,147,Certified,UAE,Yes,5,Yes,0,30,Pending
22519,India,12/28/2025 13:25,Diploma,Y,N,Student,Center D,221,Denied,Singapore,,,No,0,10,Rejected
22520,India,11/19/2024 22:16,Diploma,N,N,Student,Center B,247,Certified,Singapore,,,Yes,2,46,Rejected
22521,India,2/16/2025 14:12,Bachelor's,Y,N,Business,Center D,185,Certified,UK,,,Yes,2,30,Rejected
