case_number,employer_name,job_title,salary,case_received_date,decision_date,case_status,work_city,work_state
CASE101422,DataWorks,Project Manager,65298,2022-09-21,2022-12-10,Pending,Hyderabad,TS
CASE101423,GlobalSoft,Data Analyst,129407,2021-02-09,2023-09-03,Denied,Mumbai,KA
CASE101424,GlobalSoft,Project Manager,102513,2021-04-13,2021-03-07,Approved,Hyderabad,AP
CASE101425,InfoSys,Data Analyst,91097,2023-01-20,2023-02-16,Approved,Mumbai,AP
CASE101426,NextGen,Data Analyst,75198,2021-08-18,2022-05-23,Approved,Bangalore,MH
CASE101427,GlobalSoft,AI Engineer,89997,2023-06-11,2023-05-15,Pending,Chennai,TN
CASE101428,DataWorks,Data Analyst,171639,2022-03-20,2020-09-04,Approved,Hyderabad,TN
CASE101429,InfoSys,Project Manager,42179,2020-01-04,2019-01-14,Approved,Chennai,MH
CASE101430,InfoSys,AI Engineer,42019,2023-06-09,2020-03-28,Approved,Bangalore,AP
CASE101431,DataWorks,AI Engineer,121455,2021-05-29,2022-04-25,Denied,Pune,TS
CASE101432,NextGen,Data Analyst,166883,2021-04-09,2018-02-25,Approved,Pune,AP
CASE101433,DataWorks,Consultant,109445,2018-11-14,2021-01-06,Approved,Hyderabad,MH
CASE101434,NextGen,Consultant,113551,2020-09-22,2020-06-07,Denied,Bangalore,AP
CASE101435,DataWorks,AI Engineer,43420,2018-08-01,2019-02-04,Approved,Hyderabad,AP
CASE101436,DataWorks,Data Analyst,99875,2018-09-10,2022-07-24,Approved,Hyderabad,AP
CASE101437,TechCorp,Consultant,56740,2018-05-04,2021-05-25,Approved,Hyderabad,AP
CASE101438,InfoSys,Data Analyst,105263,2022-07-22,2022-04-27,Approved,Chennai,TS
CASE101439,DataWorks,Data Analyst,145789,2021-05-21,2020-07-02,Approved,Mumbai,KA
CASE101440,DataWorks,AI Engineer,59465,2019-09-16,2023-04-29,Approved,Bangalore,KA
CASE101441,GlobalSoft,AI Engineer,44131,2021-01-13,2018-11-05,Approved,Chennai,TN
CASE101442,InfoSys,Software Engineer,50652,2022-03-20,2021-10-13,Denied,Mumbai,KA
CASE101443,GlobalSoft,Consultant,87671,2020-12-24,2022-09-29,Approved,Hyderabad,KA
CASE101444,InfoSys,Consultant,129342,2021-09-03,2022-08-15,Approved,Pune,KA
CASE101445,GlobalSoft,Consultant,59171,2021-10-01,2023-05-13,Approved,Chennai,AP
CASE101446,DataWorks,Project Manager,98541,2022-07-14,2019-09-29,Denied,Bangalore,AP
CASE101447,DataWorks,Data Analyst,49470,2021-06-20,2020-12-14,Approved,Bangalore,TS
CASE101448,TechCorp,AI Engineer,84308,2020-06-16,2018-02-28,Approved,Mumbai,AP
CASE101449,GlobalSoft,Consultant,175669,2021-03-06,2020-09-12,Approved,Chennai,AP
CASE101450,NextGen,Software Engineer,142840,2018-09-04,2018-12-19,Approved,Hyderabad,KA
CASE101451,TechCorp,Consultant,89477,2019-03-17,2023-03-22,Approved,Mumbai,TS
CASE101452,GlobalSoft,Data Analyst,148261,2018-02-14,2019-09-06,Denied,Bangalore,TS
CASE101453,GlobalSoft,Data Analyst,142466,2019-10-20,2021-08-16,Approved,Chennai,KA
CASE101454,TechCorp,AI Engineer,73071,2020-05-29,2019-11-17,Pending,Pune,KA
CASE101455,DataWorks,Project Manager,110560,2022-09-08,2020-03-26,Approved,Hyderabad,TS
CASE101456,GlobalSoft,AI Engineer,116762,2020-10-13,2018-09-10,Denied,Bangalore,MH
CASE101457,DataWorks,Consultant,42369,2019-07-08,2023-11-23,Approved,Chennai,KA
CASE101458,TechCorp,Software Engineer,149963,2020-03-19,2023-12-20,Approved,Pune,KA
CASE101459,DataWorks,AI Engineer,40528,2020-08-28,2020-11-23,Approved,Bangalore,TS
CASE101460,InfoSys,Project Manager,148806,2021-01-17,2022-09-10,Approved,Pune,MH
CASE101461,NextGen,AI Engineer,142979,2019-12-31,2022-08-07,Denied,Bangalore,MH
CASE101462,GlobalSoft,Data Analyst,59748,2020-10-17,2020-05-12,Approved,Mumbai,TN
CASE101463,NextGen,Consultant,75109,2020-08-11,2020-10-30,Approved,Mumbai,MH
CASE101464,DataWorks,Consultant,53919,2021-06-05,2018-07-16,Approved,Mumbai,KA
CASE101465,GlobalSoft,Consultant,87498,2023-01-08,2023-08-09,Denied,Chennai,AP
CASE101466,DataWorks,Consultant,95808,2021-08-07,2018-05-28,Approved,Mumbai,TS
CASE101467,InfoSys,Consultant,110441,2021-12-16,2023-01-14,Denied,Chennai,KA
CASE101468,TechCorp,Consultant,153843,2020-12-26,2021-12-08,Denied,Hyderabad,TS
CASE101469,GlobalSoft,Software Engineer,114420,2021-06-28,2021-07-04,Denied,Mumbai,MH
CASE101470,InfoSys,Project Manager,147447,2020-11-30,2019-05-08,Approved,Chennai,TS
CASE101471,InfoSys,Consultant,106896,2018-04-09,2022-10-30,Approved,Bangalore,KA
CASE101472,GlobalSoft,Project Manager,143431,2021-08-22,2022-08-29,Approved,Chennai,AP
CASE101473,DataWorks,Consultant,87020,2020-05-21,2023-12-22,Denied,Chennai,KA
CASE101474,InfoSys,AI Engineer,62161,2023-02-21,2020-10-08,Denied,Bangalore,TN
CASE101475,NextGen,Consultant,67738,2022-01-19,2020-12-02,Approved,Chennai,TS
CASE101476,InfoSys,Data Analyst,174997,2022-06-03,2023-03-25,Denied,Bangalore,KA
CASE101477,DataWorks,Software Engineer,179535,2018-10-28,2019-09-19,Approved,Pune,MH
CASE101478,DataWorks,AI Engineer,97153,2021-05-07,2019-10-13,Approved,Mumbai,MH
CASE101479,NextGen,AI Engineer,101009,2022-08-10,2021-12-12,Approved,Hyderabad,KA
CASE101480,InfoSys,Data Analyst,127938,2019-05-03,2018-04-11,Pending,Chennai,TN
CASE101481,DataWorks,Consultant,139546,2021-02-03,2020-09-12,Denied,Bangalore,TS
CASE101482,GlobalSoft,Software Engineer,96271,2021-11-25,2023-01-08,Denied,Mumbai,TN
CASE101483,TechCorp,AI Engineer,49797,2022-09-25,2019-04-13,Pending,Chennai,AP
CASE101484,TechCorp,Software Engineer,126130,2020-10-01,2021-01-02,Approved,Mumbai,KA
CASE101485,TechCorp,AI Engineer,111942,2019-04-22,2023-05-10,Pending,Pune,TN
CASE101486,InfoSys,Consultant,158065,2021-02-19,2020-12-03,Approved,Chennai,AP
CASE101487,NextGen,AI Engineer,53965,2021-01-05,2021-12-03,Denied,Bangalore,TN
CASE101488,DataWorks,AI Engineer,53733,2021-08-28,2022-01-08,Denied,Pune,AP
CASE101489,GlobalSoft,Project Manager,167182,2021-02-09,2019-05-30,Approved,Chennai,MH
CASE101490,GlobalSoft,Consultant,123360,2020-05-10,2018-07-18,Approved,Mumbai,MH
CASE101491,InfoSys,Data Analyst,148378,2020-03-19,2020-04-12,Approved,Pune,KA
CASE101492,TechCorp,Data Analyst,68287,2022-09-02,2018-10-03,Pending,Bangalore,TN
CASE101493,InfoSys,Consultant,122104,2019-06-02,2020-05-28,Approved,Chennai,MH
CASE101494,NextGen,Data Analyst,126916,2021-05-05,2023-08-18,Approved,Mumbai,TS
CASE101495,NextGen,Consultant,43188,2021-01-26,2022-09-20,Denied,Mumbai,MH
CASE101496,DataWorks,Data Analyst,131205,2019-04-04,2021-10-12,Approved,Pune,MH
CASE101497,DataWorks,Project Manager,137349,2023-02-08,2019-07-14,Approved,Chennai,TN
CASE101498,NextGen,Data Analyst,177837,2018-08-18,2022-07-07,Approved,Mumbai,AP
CASE101499,NextGen,AI Engineer,50204,2021-04-06,2020-05-26,Approved,Pune,TS
CASE101500,NextGen,Consultant,82120,2023-01-07,2022-12-24,Denied,Hyderabad,TS
CASE101501,InfoSys,Software Engineer,142903,2022-12-06,2022-09-29,Approved,Mumbai,AP
CASE101502,NextGen,Software Engineer,77081,2018-01-08,2020-02-29,Approved,Pune,TN
CASE101503,GlobalSoft,Consultant,74986,2021-04-10,2021-12-04,Approved,Hyderabad,MH
CASE101504,TechCorp,Project Manager,119322,2023-06-01,2020-04-07,Approved,Pune,AP
CASE101505,NextGen,Data Analyst,134819,2021-10-15,2019-07-16,Pending,Mumbai,TS
CASE101506,TechCorp,Project Manager,170015,2018-07-14,2023-05-02,Denied,Hyderabad,TS
CASE101507,InfoSys,Software Engineer,90304,2021-07-16,2020-06-12,Approved,Pune,MH
CASE101508,TechCorp,Consultant,105592,2020-11-08,2018-03-13,Approved,Chennai,MH
CASE101509,InfoSys,Consultant,98548,2018-12-20,2019-09-21,Approved,Hyderabad,KA
CASE101510,GlobalSoft,Project Manager,138447,2023-03-03,2018-12-02,Approved,Pune,AP
CASE101511,InfoSys,Project Manager,79986,2020-12-08,2020-04-18,Approved,Chennai,MH
CASE101512,InfoSys,Data Analyst,114095,2019-04-09,2021-07-17,Denied,Hyderabad,KA
CASE101513,DataWorks,AI Engineer,131594,2018-12-22,2019-12-10,Approved,Pune,TN
CASE101514,NextGen,AI Engineer,128281,2020-04-29,2020-01-31,Approved,Mumbai,TS
CASE101515,NextGen,Data Analyst,106151,2020-08-31,2023-08-18,Approved,Hyderabad,AP
CASE101516,GlobalSoft,AI Engineer,113598,2021-03-27,2020-08-20,Approved,Hyderabad,TN
CASE101517,GlobalSoft,Software Engineer,68214,2018-03-07,2020-07-21,Denied,Chennai,AP
CASE101518,NextGen,AI Engineer,78745,2023-06-20,2018-06-12,Approved,Pune,AP
CASE101519,DataWorks,Data Analyst,178056,2020-05-08,2023-10-30,Approved,Mumbai,MH
CASE101520,NextGen,AI Engineer,130810,2019-07-25,2019-02-26,Approved,Chennai,KA
CASE101521,DataWorks,Consultant,40944,2023-01-19,2019-06-22,Pending,Hyderabad,AP
CASE101522,GlobalSoft,Project Manager,133993,2018-11-04,2022-09-12,Approved,Chennai,TN
CASE101523,TechCorp,Software Engineer,49114,2021-09-22,2021-12-19,Denied,Chennai,AP
CASE101524,GlobalSoft,Consultant,79846,2022-08-22,2020-09-12,Approved,Chennai,KA
CASE101525,GlobalSoft,Consultant,72596,2020-02-22,2018-05-06,Denied,Hyderabad,TS
CASE101526,InfoSys,Data Analyst,144087,2018-05-01,2018-05-16,Denied,Bangalore,AP
CASE101527,InfoSys,Project Manager,46907,2020-02-05,2019-12-09,Approved,Chennai,TN
CASE101528,InfoSys,Project Manager,65009,2021-11-28,2020-06-04,Denied,Bangalore,TS
CASE101529,InfoSys,Software Engineer,124846,2020-02-12,2023-06-16,Approved,Mumbai,TS
CASE101530,DataWorks,Data Analyst,90241,2022-07-29,2020-03-30,Approved,Mumbai,MH
CASE101531,NextGen,Software Engineer,58996,2022-12-15,2019-06-29,Approved,Mumbai,MH
CASE101532,TechCorp,AI Engineer,177119,2022-05-11,2021-01-19,Approved,Pune,AP
CASE101533,GlobalSoft,Consultant,68767,2023-02-10,2020-11-03,Approved,Hyderabad,TN
CASE101534,DataWorks,Software Engineer,56347,2018-04-06,2021-09-09,Denied,Bangalore,MH
CASE101535,TechCorp,Consultant,142063,2021-02-11,2022-01-02,Denied,Pune,KA
CASE101536,DataWorks,Data Analyst,64102,2020-09-13,2018-11-23,Approved,Bangalore,KA
CASE101537,DataWorks,AI Engineer,44263,2023-03-08,2019-04-30,Denied,Hyderabad,TS
CASE101538,GlobalSoft,Data Analyst,148585,2021-12-23,2020-08-29,Approved,Chennai,TS
CASE101539,NextGen,AI Engineer,107438,2019-06-24,2018-09-27,Approved,Pune,TS
CASE101540,InfoSys,AI Engineer,136359,2023-01-16,2022-07-10,Pending,Hyderabad,KA
CASE101541,NextGen,Consultant,170251,2018-01-02,2019-04-29,Approved,Pune,MH
CASE101542,GlobalSoft,Data Analyst,67690,2021-05-20,2021-07-03,Approved,Mumbai,MH
CASE101543,GlobalSoft,Data Analyst,42994,2019-08-03,2023-10-06,Denied,Pune,AP
CASE101544,GlobalSoft,Software Engineer,143533,2022-07-22,2019-12-26,Approved,Chennai,TN
CASE101545,TechCorp,Data Analyst,107546,2018-11-29,2020-01-10,Approved,Chennai,KA
CASE101546,NextGen,Software Engineer,178449,2020-11-13,2023-08-07,Approved,Bangalore,TS
CASE101547,NextGen,Project Manager,118572,2022-11-24,2020-05-28,Approved,Pune,TN
CASE101548,DataWorks,Project Manager,66467,2021-10-23,2020-09-05,Pending,Mumbai,TS
CASE101549,DataWorks,Project Manager,171120,2020-01-12,2018-05-17,Approved,Chennai,TN
CASE101550,DataWorks,Data Analyst,87606,2019-05-21,2022-10-21,Approved,Bangalore,TN
CASE101551,GlobalSoft,Data Analyst,138112,2020-09-26,2023-10-15,Approved,Mumbai,MH
CASE101552,NextGen,Software Engineer,113414,2021-04-14,2019-09-19,Approved,Mumbai,AP
CASE101553,GlobalSoft,AI Engineer,133145,2021-12-23,2018-07-04,Approved,Mumbai,AP
CASE101554,TechCorp,Software Engineer,88115,2023-03-26,2020-04-05,Approved,Hyderabad,TS
CASE101555,DataWorks,Project Manager,129606,2020-01-03,2018-10-29,Approved,Chennai,KA
CASE101556,GlobalSoft,Software Engineer,80647,2022-01-05,2022-05-20,Approved,Hyderabad,AP
CASE101557,GlobalSoft,AI Engineer,94607,2022-04-21,2022-01-13,Approved,Hyderabad,KA
CASE101558,TechCorp,Data Analyst,61996,2019-05-29,2021-05-22,Denied,Chennai,TS
CASE101559,InfoSys,Software Engineer,123697,2020-06-13,2022-07-23,Denied,Pune,KA
CASE101560,NextGen,Project Manager,86022,2018-12-27,2021-07-14,Pending,Bangalore,TN
CASE101561,InfoSys,Project Manager,80148,2018-10-01,2023-05-23,Approved,Chennai,TN
CASE101562,DataWorks,Data Analyst,107764,2018-06-26,2022-04-12,Approved,Bangalore,TS
CASE101563,GlobalSoft,Software Engineer,131901,2021-07-11,2018-06-01,Denied,Pune,KA
CASE101564,TechCorp,AI Engineer,130724,2021-04-24,2022-01-10,Approved,Chennai,KA
CASE101565,TechCorp,Data Analyst,164766,2019-06-11,2021-11-29,Approved,Mumbai,TS
CASE101566,NextGen,Software Engineer,48888,2020-07-01,2022-03-14,Denied,Chennai,AP
CASE101567,InfoSys,Consultant,138941,2018-10-06,2018-06-29,Denied,Pune,MH
CASE101568,NextGen,Project Manager,57333,2019-12-07,2020-01-07,Pending,Hyderabad,AP
CASE101569,GlobalSoft,AI Engineer,76355,2021-05-06,2022-07-04,Denied,Chennai,MH
CASE101570,NextGen,AI Engineer,169686,2021-10-04,2022-03-24,Approved,Mumbai,KA
CASE101571,TechCorp,AI Engineer,143170,2023-05-01,2020-05-24,Approved,Chennai,MH
CASE101572,TechCorp,Project Manager,115675,2021-12-15,2023-06-30,Pending,Hyderabad,MH
CASE101573,DataWorks,Software Engineer,107664,2021-08-21,2023-02-09,Approved,Chennai,KA
CASE101574,DataWorks,Data Analyst,126153,2018-03-05,2020-04-13,Pending,Mumbai,TN
CASE101575,GlobalSoft,Software Engineer,133616,2018-10-17,2019-01-20,Approved,Pune,MH
CASE101576,InfoSys,Data Analyst,75285,2018-01-18,2022-06-24,Approved,Mumbai,TS
CASE101577,NextGen,AI Engineer,86996,2018-03-05,2019-02-12,Denied,Pune,AP
CASE101578,GlobalSoft,Software Engineer,86947,2023-03-13,2023-11-28,Approved,Mumbai,KA
CASE101579,DataWorks,AI Engineer,91030,2018-11-26,2022-05-30,Denied,Bangalore,KA
CASE101580,NextGen,Consultant,82443,2023-03-09,2020-10-14,Approved,Chennai,MH
CASE101581,DataWorks,AI Engineer,168344,2020-02-02,2018-09-20,Denied,Chennai,TN
CASE101582,NextGen,AI Engineer,105464,2023-05-18,2018-07-03,Approved,Hyderabad,TN
CASE101583,InfoSys,Data Analyst,168019,2020-11-06,2020-07-25,Approved,Bangalore,AP
CASE101584,GlobalSoft,Consultant,175024,2019-03-19,2022-07-09,Approved,Hyderabad,AP
CASE101585,NextGen,AI Engineer,160454,2018-05-21,2018-12-19,Approved,Chennai,TN
CASE101586,TechCorp,AI Engineer,164444,2021-08-24,2018-12-28,Denied,Hyderabad,TN
CASE101587,TechCorp,Consultant,152175,2019-03-20,2018-09-30,Approved,Pune,TN
CASE101588,NextGen,Consultant,82460,2019-05-11,2019-04-05,Approved,Bangalore,MH
CASE101589,NextGen,Software Engineer,40015,2019-03-02,2021-05-20,Approved,Mumbai,TS
CASE101590,NextGen,Data Analyst,89757,2022-02-07,2022-03-07,Approved,Pune,AP
CASE101591,TechCorp,Consultant,121541,2023-01-30,2018-04-21,Approved,Mumbai,KA
CASE101592,TechCorp,Consultant,61292,2021-06-22,2022-05-23,Approved,Hyderabad,TN
CASE101593,NextGen,Project Manager,162694,2019-03-26,2019-03-26,Approved,Chennai,TN
CASE101594,DataWorks,Consultant,87046,2022-12-31,2019-05-12,Denied,Pune,TS
CASE101595,DataWorks,Data Analyst,54817,2018-12-17,2021-01-15,Approved,Bangalore,TN
CASE101596,InfoSys,AI Engineer,49759,2019-08-22,2023-07-24,Pending,Mumbai,AP
CASE101597,GlobalSoft,AI Engineer,46412,2019-12-12,2022-05-15,Approved,Pune,TN
CASE101598,DataWorks,AI Engineer,60504,2020-05-19,2022-03-29,Approved,Chennai,TS
CASE101599,TechCorp,AI Engineer,148500,2023-06-07,2023-08-28,Approved,Bangalore,MH
CASE101600,DataWorks,Project Manager,48507,2021-03-30,2020-04-13,Approved,Bangalore,AP
CASE101601,InfoSys,Consultant,61050,2021-03-09,2021-01-12,Approved,Mumbai,MH
CASE101602,InfoSys,AI Engineer,175892,2022-02-25,2022-07-21,Denied,Pune,KA
CASE101603,GlobalSoft,Software Engineer,178907,2022-05-31,2023-07-08,Approved,Pune,TS
CASE101604,DataWorks,AI Engineer,140153,2022-04-04,2018-02-03,Denied,Bangalore,KA
CASE101605,TechCorp,Consultant,53587,2019-01-28,2023-04-17,Approved,Hyderabad,KA
CASE101606,TechCorp,AI Engineer,97732,2020-04-21,2019-09-25,Approved,Bangalore,KA
CASE101607,NextGen,Project Manager,91921,2019-02-05,2021-11-29,Approved,Chennai,KA
CASE101608,TechCorp,Data Analyst,157734,2018-02-19,2019-06-15,Pending,Pune,TS
CASE101609,GlobalSoft,Data Analyst,170104,2020-01-14,2022-09-12,Approved,Mumbai,MH
CASE101610,GlobalSoft,Consultant,177912,2021-08-11,2018-08-03,Denied,Pune,TN
CASE101611,TechCorp,Data Analyst,71440,2021-12-19,2021-08-18,Approved,Bangalore,KA
CASE101612,TechCorp,Data Analyst,75183,2020-06-24,2018-03-26,Approved,Chennai,TN
CASE101613,NextGen,Software Engineer,136172,2020-11-01,2022-10-21,Approved,Hyderabad,TN
CASE101614,TechCorp,Consultant,173461,2021-09-20,2023-03-16,Denied,Pune,KA
CASE101615,NextGen,Consultant,154515,2020-09-17,2018-04-17,Denied,Bangalore,AP
CASE101616,NextGen,Data Analyst,163183,2020-11-04,2022-06-20,Approved,Bangalore,TN
CASE101617,TechCorp,Data Analyst,106299,2018-01-28,2022-08-29,Denied,Bangalore,AP
CASE101618,InfoSys,Data Analyst,155503,2019-01-23,2022-10-31,Approved,Chennai,MH
CASE101619,InfoSys,Project Manager,79023,2021-08-08,2023-10-22,Pending,Bangalore,TN
CASE101620,NextGen,AI Engineer,79941,2023-03-26,2021-11-15,Denied,Bangalore,TS
CASE101621,TechCorp,Project Manager,161677,2020-04-12,2021-07-05,Denied,Bangalore,MH
CASE101622,InfoSys,Consultant,116054,2018-09-07,2021-01-21,Denied,Pune,MH
CASE101623,TechCorp,Software Engineer,105363,2022-03-09,2018-07-20,Approved,Bangalore,AP
CASE101624,TechCorp,AI Engineer,101742,2018-04-08,2022-12-09,Approved,Chennai,KA
CASE101625,TechCorp,Software Engineer,85215,2023-01-13,2023-10-13,Approved,Pune,TS
CASE101626,DataWorks,Consultant,87857,2021-09-22,2020-05-06,Approved,Bangalore,TS
CASE101627,TechCorp,Consultant,95476,2020-11-28,2022-08-23,Approved,Hyderabad,AP
CASE101628,DataWorks,Software Engineer,99768,2020-11-27,2018-06-09,Approved,Chennai,AP
CASE101629,NextGen,Software Engineer,143591,2021-08-16,2021-12-18,Approved,Hyderabad,MH
CASE101630,InfoSys,Software Engineer,86229,2018-06-28,2021-04-19,Approved,Chennai,AP
CASE101631,InfoSys,Consultant,151706,2022-06-21,2021-12-08,Approved,Hyderabad,KA
CASE101632,InfoSys,Data Analyst,102583,2020-06-10,2020-12-06,Approved,Bangalore,MH
CASE101633,InfoSys,Software Engineer,166011,2022-02-01,2019-09-16,Denied,Hyderabad,MH
CASE101634,InfoSys,AI Engineer,70104,2021-07-29,2020-12-03,Approved,Hyderabad,MH
CASE101635,InfoSys,Consultant,77594,2020-01-20,2023-11-29,Denied,Chennai,TS
CASE101636,InfoSys,Project Manager,43664,2021-04-02,2018-08-22,Approved,Bangalore,TS
CASE101637,NextGen,Project Manager,50528,2019-03-29,2023-01-12,Approved,Chennai,MH
CASE101638,TechCorp,AI Engineer,168404,2018-04-07,2022-05-17,Approved,Bangalore,KA
CASE101639,GlobalSoft,Data Analyst,72899,2022-11-28,2018-02-22,Approved,Mumbai,TN
CASE101640,DataWorks,Software Engineer,110979,2018-11-05,2022-07-22,Approved,Pune,MH
CASE101641,GlobalSoft,Consultant,57241,2018-09-19,2018-05-14,Approved,Pune,AP
CASE101642,GlobalSoft,Software Engineer,86211,2018-10-20,2021-12-06,Approved,Chennai,TN
CASE101643,TechCorp,Consultant,103472,2022-11-29,2022-02-17,Approved,Bangalore,TS
CASE101644,TechCorp,Project Manager,71346,2018-09-06,2021-05-09,Denied,Hyderabad,TS
CASE101645,TechCorp,Software Engineer,121196,2018-09-02,2019-08-29,Approved,Pune,TN
CASE101646,InfoSys,AI Engineer,144451,2018-09-08,2022-06-25,Approved,Chennai,AP
CASE101647,NextGen,Data Analyst,142908,2018-05-03,2018-10-31,Approved,Chennai,TS
CASE101648,InfoSys,AI Engineer,89167,2018-11-21,2019-04-27,Approved,Chennai,TS
CASE101649,NextGen,Data Analyst,76373,2020-09-12,2018-06-04,Pending,Bangalore,MH
CASE101650,NextGen,Software Engineer,107143,2022-09-01,2023-03-12,Approved,Chennai,KA
CASE101651,GlobalSoft,Software Engineer,160623,2023-05-25,2023-12-25,Approved,Mumbai,AP
CASE101652,GlobalSoft,Data Analyst,150013,2019-05-16,2022-09-10,Approved,Hyderabad,MH
CASE101653,NextGen,Project Manager,42016,2019-11-18,2020-07-25,Approved,Chennai,KA
CASE101654,NextGen,Consultant,109110,2022-12-10,2019-04-05,Approved,Bangalore,TS
CASE101655,InfoSys,AI Engineer,47274,2022-10-06,2019-01-27,Pending,Hyderabad,KA
CASE101656,InfoSys,AI Engineer,55748,2023-02-04,2020-04-05,Approved,Hyderabad,TS
CASE101657,GlobalSoft,AI Engineer,51826,2020-12-25,2019-04-07,Approved,Pune,MH
CASE101658,TechCorp,Software Engineer,123008,2023-01-25,2022-04-23,Approved,Chennai,TS
CASE101659,NextGen,AI Engineer,169288,2020-04-15,2020-06-07,Approved,Chennai,KA
CASE101660,InfoSys,Consultant,145623,2018-02-28,2021-12-30,Approved,Bangalore,MH
CASE101661,GlobalSoft,Consultant,179592,2020-01-01,2021-10-07,Approved,Mumbai,KA
CASE101662,InfoSys,Data Analyst,123106,2022-03-02,2022-07-19,Approved,Mumbai,KA
CASE101663,NextGen,Software Engineer,94638,2021-10-28,2019-08-29,Approved,Pune,TN
CASE101664,NextGen,Consultant,109072,2018-09-23,2021-01-23,Approved,Mumbai,TS
CASE101665,DataWorks,Project Manager,107309,2022-08-04,2020-07-11,Approved,Bangalore,TS
CASE101666,TechCorp,Software Engineer,164724,2018-08-24,2018-10-27,Approved,Pune,KA
CASE101667,DataWorks,Software Engineer,167843,2020-06-16,2023-08-12,Approved,Chennai,TS
CASE101668,GlobalSoft,Consultant,75326,2018-08-06,2021-02-27,Approved,Mumbai,AP
CASE101669,InfoSys,Project Manager,45079,2022-03-31,2019-04-13,Approved,Bangalore,TS
CASE101670,GlobalSoft,Data Analyst,161412,2023-01-12,2020-12-08,Denied,Bangalore,MH
CASE101671,NextGen,Consultant,127340,2022-01-04,2022-07-30,Denied,Chennai,TS
CASE101672,DataWorks,Project Manager,125211,2022-08-01,2021-11-14,Pending,Bangalore,AP
CASE101673,DataWorks,Software Engineer,82749,2021-11-30,2022-01-23,Pending,Pune,KA
CASE101674,DataWorks,Project Manager,158192,2022-11-03,2018-02-14,Denied,Pune,TS
CASE101675,GlobalSoft,Software Engineer,114534,2022-06-13,2022-09-01,Pending,Hyderabad,MH
CASE101676,NextGen,Consultant,119233,2020-09-01,2020-10-30,Denied,Chennai,AP
CASE101677,InfoSys,Consultant,91818,2019-08-12,2021-11-09,Denied,Bangalore,TN
CASE101678,InfoSys,AI Engineer,151910,2022-07-30,2022-02-19,Approved,Mumbai,KA
CASE101679,GlobalSoft,AI Engineer,53429,2020-07-05,2022-11-11,Approved,Pune,KA
CASE101680,DataWorks,AI Engineer,97748,2022-02-01,2023-03-07,Denied,Chennai,KA
CASE101681,TechCorp,Consultant,88807,2020-07-06,2018-05-25,Approved,Chennai,AP
CASE101682,GlobalSoft,Data Analyst,47140,2021-02-07,2021-11-06,Denied,Pune,TS
