case_id,continent,country_of_applicant,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,visa_type,application_season,processing_center,processing_time_days,case_status
28776,North America,Brazil,PhD,Y,N,21226,2006,South,9725.16,Monthly,Y,Student,Fall,Center A,322,Certified
28777,Europe,Japan,Master's,N,Y,19384,2003,Northeast,81857.84,Monthly,Y,Tourist,Winter,Center B,345,Certified
28778,Asia,Germany,Master's,Y,Y,2588,2002,Midwest,11201.89,Weekly,Y,PR,Winter,Center D,331,Certified
28779,Europe,China,Diploma,Y,N,32984,1994,Northeast,149873.81,Weekly,Y,PR,Winter,Center C,34,Certified
28780,North America,Brazil,Diploma,N,N,41946,1952,South,50374.11,Monthly,Y,Work,Fall,Center D,345,Certified
28781,Europe,Australia,Diploma,Y,Y,23430,1987,West,49788.76,Yearly,Y,Dependent,Spring,Center B,355,Certified
28782,North America,Canada,Master's,Y,N,27023,2008,West,126430.23,Monthly,Y,PR,Winter,Center A,91,Certified
28783,Oceania,UK,Bachelor's,N,Y,14755,2019,Midwest,78422.02,Weekly,Y,Tourist,Spring,Center A,293,Certified
28784,South America,Japan,Diploma,Y,Y,23099,2015,Northeast,133954.91,Hourly,Y,Business,Spring,Center D,167,Certified
28785,North America,India,High School,Y,N,38561,2005,Northeast,63481.16,Yearly,Y,Dependent,Winter,Center C,10,Certified
28786,North America,Canada,PhD,N,N,13529,1992,Northeast,14723.08,Yearly,Y,Business,Spring,Center C,90,Certified
28787,North America,Nigeria,Diploma,Y,N,22961,2011,West,75750.13,Weekly,Y,Work,Summer,Center C,110,Certified
28788,South America,China,PhD,Y,N,10052,2012,West,76398.16,Monthly,N,Dependent,Spring,Center D,124,Certified
28789,Oceania,Japan,Diploma,N,N,47811,1965,Midwest,101146.82,Yearly,N,Student,Spring,Center C,276,Certified
28790,Africa,Japan,High School,Y,N,12086,1962,Northeast,134560.27,Monthly,Y,Dependent,Spring,Center A,30,Certified
28791,North America,Canada,Bachelor's,N,Y,11273,1998,South,12102.97,Yearly,Y,Tourist,Fall,Center D,272,Certified
28792,Africa,Canada,Bachelor's,Y,N,31188,2009,West,67091.88,Weekly,Y,Tourist,Summer,Center A,336,Denied
28793,Asia,UK,Master's,N,Y,35712,2017,West,27507.42,Weekly,Y,Dependent,Summer,Center D,267,Certified
28794,Oceania,Canada,PhD,Y,N,16056,1955,Midwest,13027.85,Hourly,Y,Dependent,Spring,Center D,204,Certified
28795,Europe,Japan,Master's,Y,N,4763,1985,Midwest,84503.31,Hourly,Y,Business,Spring,Center B,349,Certified
28796,Africa,UAE,Bachelor's,Y,N,434,1997,Midwest,115804.97,Monthly,Y,Dependent,Winter,Center C,44,Certified
28797,Oceania,Japan,Master's,Y,N,39066,2007,South,103443.14,Yearly,N,Dependent,Spring,Center B,317,Certified
28798,Asia,Japan,High School,Y,Y,33395,1950,Northeast,49139.49,Yearly,Y,Business,Summer,Center C,205,Certified
28799,Oceania,UAE,Master's,Y,Y,34178,1982,Northeast,123235.58,Hourly,Y,Student,Winter,Center D,7,Certified
28800,Europe,Germany,Diploma,N,Y,43680,1986,Midwest,17927.53,Weekly,Y,Student,Summer,Center D,75,Certified
28801,North America,Brazil,Diploma,N,N,23255,2014,South,134899.99,Yearly,N,Dependent,Summer,Center C,72,Certified
28802,North America,Brazil,Diploma,Y,N,4307,1978,West,59712.84,Yearly,Y,Work,Winter,Center D,274,Certified
28803,North America,Australia,High School,N,Y,22878,1996,Midwest,48079.96,Monthly,Y,Tourist,Winter,Center A,112,Certified
28804,South America,Australia,Master's,N,N,24485,1980,South,147041.31,Hourly,Y,Student,Fall,Center A,125,Certified
28805,South America,UAE,Bachelor's,N,Y,26573,2000,West,133933.7,Yearly,Y,Dependent,Fall,Center B,202,Denied
28806,South America,Japan,Diploma,N,N,20101,2009,South,120840.74,Monthly,N,PR,Summer,Center B,319,Certified
28807,South America,China,PhD,N,Y,30610,1970,West,141015.35,Weekly,Y,Student,Fall,Center D,123,Certified
28808,Asia,India,Bachelor's,Y,Y,41406,1982,Midwest,7903.0,Yearly,Y,Student,Spring,Center C,84,Certified
28809,Oceania,Brazil,Bachelor's,Y,N,46499,1956,South,92601.33,Weekly,N,Business,Winter,Center A,304,Certified
28810,Asia,Australia,Diploma,N,N,16914,1984,Midwest,67846.85,Weekly,Y,PR,Winter,Center B,185,Certified
28811,North America,Nigeria,PhD,N,N,19382,1978,South,116843.71,Hourly,Y,Business,Spring,Center D,212,Certified
28812,Europe,Brazil,High School,N,N,21934,2002,Midwest,131461.75,Weekly,Y,Dependent,Fall,Center C,342,Certified
28813,South America,India,Master's,N,N,45832,1965,West,84004.04,Yearly,Y,Student,Spring,Center C,326,Denied
28814,Oceania,Germany,Bachelor's,Y,N,13417,1954,South,146819.34,Hourly,N,PR,Fall,Center C,242,Certified
28815,Europe,Nigeria,Bachelor's,N,N,19031,2006,Northeast,106921.34,Weekly,Y,Student,Spring,Center D,16,Certified
28816,Asia,Canada,PhD,Y,Y,30121,2014,West,26959.31,Weekly,N,Dependent,Winter,Center B,347,Certified
28817,South America,UAE,Diploma,Y,N,37090,1997,Northeast,7899.54,Hourly,N,Work,Spring,Center D,30,Denied
28818,Asia,UAE,PhD,Y,Y,10574,2019,South,66932.38,Monthly,Y,Tourist,Summer,Center B,316,Certified
28819,Asia,UK,Diploma,N,N,38877,1985,South,51642.9,Yearly,Y,Work,Summer,Center C,210,Certified
28820,Africa,UAE,High School,Y,N,7799,1955,West,41688.73,Weekly,Y,Student,Fall,Center D,360,Certified
28821,Oceania,India,Diploma,Y,Y,34631,1968,Northeast,16746.01,Monthly,Y,Student,Summer,Center D,128,Certified
28822,Asia,Canada,Bachelor's,N,Y,47251,2005,South,37702.46,Weekly,Y,Business,Spring,Center C,123,Certified
28823,North America,Japan,High School,Y,N,23397,1977,Northeast,85371.31,Hourly,Y,Work,Winter,Center B,246,Certified
28824,Asia,Japan,High School,N,N,10869,1975,Northeast,118106.29,Weekly,N,Work,Winter,Center C,177,Certified
28825,South America,Nigeria,Bachelor's,Y,N,2618,1965,Midwest,5666.99,Weekly,N,Student,Spring,Center D,95,Certified
28826,North America,China,High School,Y,N,11456,1987,Midwest,120161.46,Monthly,N,Student,Winter,Center D,262,Certified
28827,Asia,India,High School,Y,Y,47978,2019,South,47421.07,Monthly,Y,PR,Summer,Center D,167,Certified
28828,North America,China,PhD,Y,Y,27694,1963,West,94948.85,Weekly,Y,Student,Summer,Center D,126,Denied
28829,Asia,Japan,PhD,Y,N,7403,1987,Northeast,110466.9,Weekly,N,Tourist,Spring,Center C,351,Denied
28830,Oceania,Germany,Diploma,N,N,14102,2024,West,18309.03,Yearly,Y,Student,Spring,Center C,324,Certified
28831,North America,Japan,Bachelor's,Y,N,28097,2019,Midwest,149489.58,Hourly,N,Student,Fall,Center D,133,Certified
28832,Europe,China,Diploma,N,Y,40113,1992,Northeast,58559.56,Weekly,Y,Business,Summer,Center A,91,Certified
28833,Africa,China,PhD,Y,Y,40979,2020,Northeast,141819.75,Monthly,Y,Work,Fall,Center D,206,Certified
28834,North America,Germany,Diploma,Y,N,5951,2004,West,73408.42,Weekly,Y,Dependent,Fall,Center A,285,Certified
28835,South America,Germany,Diploma,N,N,34763,1982,Midwest,78028.8,Monthly,Y,Tourist,Fall,Center D,349,Certified
28836,Africa,UAE,Diploma,Y,N,18703,2018,Midwest,89734.74,Monthly,Y,Business,Fall,Center C,166,Certified
28837,Africa,Canada,Diploma,N,Y,35064,2007,Northeast,15406.57,Monthly,Y,Business,Fall,Center D,335,Certified
28838,Asia,Brazil,PhD,N,Y,32851,2006,West,3657.66,Monthly,Y,Work,Fall,Center C,211,Certified
28839,North America,Australia,Diploma,Y,Y,43239,1966,Northeast,137590.36,Hourly,Y,Student,Fall,Center D,279,Denied
28840,Oceania,Brazil,Diploma,Y,Y,8046,1963,Northeast,118126.93,Weekly,Y,Work,Spring,Center D,218,Certified
28841,Africa,Canada,Diploma,N,N,31592,2000,South,140112.12,Weekly,Y,PR,Fall,Center A,145,Certified
28842,South America,India,Bachelor's,Y,N,25000,1992,Midwest,124356.8,Monthly,Y,Tourist,Summer,Center B,151,Certified
28843,Oceania,UAE,PhD,Y,Y,22157,1974,West,54997.88,Monthly,Y,Business,Fall,Center C,208,Certified
28844,Oceania,Germany,Bachelor's,Y,N,24270,2005,Northeast,149104.19,Yearly,Y,Dependent,Spring,Center A,129,Certified
28845,South America,Japan,Master's,Y,N,22508,1950,South,53492.9,Yearly,Y,Dependent,Summer,Center D,307,Certified
28846,South America,UK,Bachelor's,Y,N,31305,1998,West,135957.99,Weekly,Y,Work,Summer,Center D,75,Certified
28847,Asia,Brazil,PhD,N,N,36511,1990,Midwest,133624.45,Monthly,Y,Tourist,Winter,Center A,265,Certified
28848,Europe,Germany,PhD,Y,N,26264,1961,West,122640.54,Monthly,Y,Business,Fall,Center C,343,Certified
28849,North America,Japan,Diploma,Y,Y,38439,1967,West,137945.19,Weekly,Y,Work,Spring,Center A,236,Certified
28850,Africa,China,Master's,N,N,2715,1983,Midwest,99909.15,Yearly,Y,Dependent,Fall,Center A,304,Certified
28851,North America,Canada,PhD,Y,Y,6928,1986,West,96725.77,Yearly,Y,Work,Spring,Center A,259,Certified
28852,Oceania,Japan,PhD,Y,Y,24388,1952,South,7342.99,Hourly,Y,Tourist,Spring,Center B,216,Certified
28853,Africa,UK,Diploma,Y,Y,15638,1983,Northeast,23172.69,Monthly,Y,Business,Winter,Center C,88,Certified
28854,Asia,Germany,PhD,Y,N,30075,1995,West,127972.09,Weekly,Y,PR,Fall,Center A,219,Certified
28855,North America,Germany,PhD,Y,N,6364,1966,Northeast,61495.82,Hourly,N,Work,Winter,Center C,346,Certified
28856,Asia,Canada,PhD,N,N,16293,1985,Northeast,46587.12,Monthly,Y,Dependent,Winter,Center B,356,Certified
28857,Asia,Japan,High School,Y,Y,10481,1969,Midwest,104672.3,Hourly,Y,Dependent,Summer,Center A,16,Certified
28858,North America,Australia,Master's,Y,Y,40085,1992,Midwest,24355.6,Monthly,Y,PR,Winter,Center C,71,Certified
28859,North America,Canada,PhD,Y,N,6028,1998,West,126720.67,Hourly,Y,Dependent,Fall,Center A,189,Denied
28860,Africa,Australia,High School,N,N,39714,2001,Northeast,29624.26,Monthly,Y,Work,Winter,Center C,215,Certified
28861,Oceania,UK,PhD,Y,N,3881,1952,Midwest,100106.0,Weekly,Y,Business,Winter,Center C,109,Certified
28862,Oceania,Germany,Diploma,Y,N,677,2013,Northeast,90441.24,Weekly,Y,Student,Summer,Center B,238,Certified
28863,South America,China,Master's,Y,Y,17856,2013,Northeast,131311.95,Weekly,Y,Tourist,Winter,Center B,322,Certified
28864,Asia,Germany,PhD,Y,Y,16326,2000,South,94974.33,Hourly,Y,Tourist,Fall,Center B,218,Certified
28865,Oceania,UAE,High School,Y,N,23575,2008,West,93826.25,Hourly,Y,Tourist,Spring,Center A,326,Certified
28866,Europe,China,High School,Y,N,36114,2017,South,90491.47,Monthly,Y,Student,Fall,Center A,171,Denied
28867,Africa,India,Master's,Y,N,4927,2021,Midwest,106221.38,Yearly,Y,Student,Summer,Center D,295,Certified
28868,Africa,Australia,High School,Y,Y,10708,2006,South,128560.96,Monthly,N,Work,Spring,Center A,81,Certified
28869,South America,China,Master's,Y,N,7701,1991,South,47329.81,Hourly,N,Student,Winter,Center D,134,Certified
28870,South America,India,Master's,N,Y,26468,1999,Northeast,140315.12,Hourly,Y,PR,Summer,Center C,57,Certified
28871,Asia,Japan,PhD,Y,Y,42936,1983,South,117154.41,Weekly,Y,Tourist,Fall,Center C,232,Certified
28872,Africa,Nigeria,High School,Y,Y,44634,1992,South,131149.66,Monthly,Y,Work,Winter,Center D,27,Certified
28873,Africa,Japan,PhD,Y,N,16476,1959,South,32587.68,Hourly,Y,Business,Spring,Center C,153,Denied
28874,Europe,Germany,Master's,Y,N,40477,2004,Northeast,95676.54,Hourly,Y,PR,Fall,Center A,205,Certified
28875,Asia,Canada,High School,Y,Y,32411,1964,West,146027.28,Monthly,Y,Business,Fall,Center B,39,Certified
28876,Asia,Nigeria,Diploma,Y,N,17239,2021,Midwest,14741.14,Hourly,Y,Student,Fall,Center B,349,Certified
28877,Oceania,Brazil,High School,Y,N,42127,1960,Northeast,104936.96,Weekly,Y,Tourist,Winter,Center B,59,Certified
28878,South America,India,PhD,Y,N,17369,1955,South,7335.16,Weekly,Y,Business,Summer,Center B,221,Certified
28879,Oceania,China,Master's,N,N,33126,2017,West,141540.98,Weekly,Y,Student,Fall,Center B,160,Certified
28880,Asia,Nigeria,High School,Y,N,12372,1986,West,49320.58,Monthly,Y,Work,Winter,Center D,149,Certified
28881,Europe,Germany,High School,Y,N,6464,1965,Midwest,23999.5,Yearly,N,PR,Fall,Center B,327,Certified
28882,Asia,Canada,Master's,Y,N,33207,1993,Midwest,97795.74,Yearly,Y,Dependent,Fall,Center B,8,Denied
28883,Oceania,Nigeria,Bachelor's,N,Y,44828,2018,Northeast,104892.41,Hourly,Y,Dependent,Spring,Center C,7,Certified
28884,North America,Brazil,Bachelor's,N,N,3891,1956,Northeast,57065.07,Hourly,Y,Dependent,Fall,Center B,190,Certified
28885,North America,Japan,Bachelor's,N,N,43034,1995,Midwest,1791.94,Monthly,Y,PR,Summer,Center A,87,Certified
28886,Europe,Germany,High School,N,N,1456,1955,South,18556.85,Monthly,Y,Student,Summer,Center C,275,Certified
28887,South America,Canada,High School,N,Y,32065,2008,Midwest,49657.85,Monthly,Y,Work,Spring,Center A,254,Certified
28888,Africa,Germany,Bachelor's,Y,N,38922,1950,Midwest,145219.79,Hourly,Y,Business,Fall,Center B,98,Certified
28889,Asia,Brazil,High School,Y,Y,11393,1969,Northeast,121865.64,Hourly,Y,Tourist,Fall,Center D,355,Certified
28890,Oceania,Germany,Bachelor's,N,Y,25742,1980,West,141731.85,Weekly,Y,PR,Summer,Center D,145,Certified
28891,South America,Canada,High School,Y,N,14735,1969,West,107317.29,Weekly,Y,PR,Fall,Center D,231,Denied
28892,Oceania,Australia,High School,N,Y,5915,1984,South,51290.32,Yearly,Y,Student,Fall,Center D,326,Certified
28893,South America,Canada,Master's,Y,N,15118,2020,Midwest,42852.25,Hourly,Y,Business,Summer,Center C,13,Certified
28894,Asia,Germany,PhD,N,Y,1523,2014,West,103740.59,Weekly,N,PR,Fall,Center A,196,Certified
28895,Africa,Brazil,PhD,Y,Y,34498,1996,Northeast,94923.8,Weekly,Y,Dependent,Summer,Center B,188,Denied
28896,Asia,Nigeria,Bachelor's,Y,N,37070,1954,Midwest,98713.79,Monthly,Y,Student,Winter,Center C,218,Certified
28897,Africa,UAE,Master's,N,N,22735,1955,Midwest,122862.59,Weekly,N,Dependent,Winter,Center A,298,Denied
28898,Oceania,Japan,Bachelor's,Y,N,17350,1955,Midwest,65587.27,Monthly,Y,Work,Fall,Center C,200,Denied
28899,Europe,Japan,Diploma,Y,N,23908,1983,West,6504.62,Monthly,Y,Work,Winter,Center B,8,Certified
28900,Africa,Nigeria,Bachelor's,N,Y,2583,1978,West,89125.78,Weekly,N,Tourist,Spring,Center B,317,Denied
28901,South America,Canada,Master's,N,Y,1329,2022,South,75108.01,Hourly,Y,Work,Winter,Center D,17,Certified
28902,Europe,Canada,PhD,Y,N,43043,1953,Midwest,5205.34,Monthly,Y,Student,Winter,Center A,22,Certified
28903,Oceania,Germany,Diploma,Y,N,39323,1976,South,87292.24,Monthly,Y,Dependent,Spring,Center B,341,Certified
28904,North America,Australia,Diploma,N,N,10076,2012,West,27796.74,Monthly,Y,Dependent,Summer,Center B,86,Denied
28905,Europe,Brazil,Master's,Y,N,42212,2004,Midwest,86994.26,Hourly,Y,Dependent,Spring,Center C,309,Certified
28906,Africa,Nigeria,High School,N,N,19608,2004,Northeast,128797.55,Yearly,Y,Work,Winter,Center D,166,Certified
28907,Europe,India,High School,Y,N,19137,2002,West,33457.56,Monthly,Y,Business,Winter,Center C,180,Certified
28908,Oceania,UK,Master's,Y,N,4938,1985,Midwest,51193.92,Yearly,N,Work,Fall,Center B,351,Certified
28909,Europe,Australia,Master's,Y,N,4908,1999,West,51171.04,Yearly,Y,Student,Spring,Center B,68,Certified
28910,Oceania,Brazil,Bachelor's,N,Y,44033,1977,Northeast,33604.72,Weekly,Y,Business,Winter,Center D,65,Certified
28911,North America,UK,High School,Y,N,12349,1961,Midwest,109840.31,Weekly,Y,Business,Summer,Center B,305,Certified
28912,Africa,UK,Diploma,N,Y,1210,1997,South,117061.41,Monthly,Y,PR,Summer,Center A,253,Certified
28913,South America,Brazil,Master's,Y,Y,4148,1956,Midwest,24464.62,Weekly,N,Student,Spring,Center C,299,Certified
28914,Europe,China,PhD,Y,N,10207,1989,West,112428.48,Monthly,Y,Business,Winter,Center C,137,Certified
28915,Asia,China,Master's,N,Y,39397,2011,Northeast,16678.13,Hourly,Y,Business,Winter,Center C,271,Certified
28916,South America,Canada,PhD,Y,Y,12538,2009,West,133523.15,Monthly,Y,PR,Summer,Center D,197,Certified
28917,Europe,India,Diploma,N,N,15812,2020,Northeast,65453.43,Weekly,Y,Dependent,Winter,Center D,44,Certified
28918,South America,Brazil,Diploma,Y,Y,17442,2008,West,46638.26,Monthly,Y,Business,Winter,Center A,233,Certified
28919,Asia,Nigeria,PhD,Y,N,22959,1956,Midwest,65769.08,Weekly,Y,Tourist,Fall,Center B,320,Denied
28920,South America,UAE,Master's,Y,Y,28368,1974,South,128708.68,Yearly,N,Work,Winter,Center A,189,Certified
28921,South America,Brazil,High School,Y,N,20324,1985,Midwest,136823.87,Monthly,Y,Dependent,Fall,Center D,44,Certified
28922,Asia,India,High School,Y,N,824,1994,South,61758.84,Monthly,Y,PR,Summer,Center A,254,Certified
28923,Asia,Brazil,Master's,Y,N,10830,1967,West,32674.62,Weekly,Y,PR,Summer,Center A,187,Certified
28924,Asia,UK,High School,Y,Y,43017,2014,West,5230.46,Monthly,N,Business,Summer,Center D,242,Certified
28925,North America,India,Master's,Y,N,44795,1995,West,75244.49,Yearly,Y,Tourist,Summer,Center B,48,Denied
28926,Oceania,UK,Master's,Y,N,44086,1957,Midwest,114446.21,Yearly,Y,Student,Summer,Center C,40,Certified
28927,Oceania,Japan,Diploma,Y,N,33528,1950,Midwest,50897.46,Hourly,Y,Tourist,Fall,Center C,30,Certified
28928,Asia,UAE,PhD,Y,N,13957,1950,West,138792.52,Yearly,Y,Dependent,Winter,Center C,260,Certified
28929,Oceania,China,High School,N,N,17704,1988,Midwest,4702.56,Monthly,Y,Work,Fall,Center B,336,Certified
28930,South America,Brazil,High School,N,N,11819,1981,South,5834.0,Yearly,Y,Tourist,Spring,Center A,75,Certified
28931,Asia,Germany,PhD,Y,N,8923,2022,Northeast,59681.27,Hourly,Y,Tourist,Spring,Center D,210,Denied
28932,Europe,Nigeria,PhD,Y,N,35422,2015,West,105194.03,Hourly,Y,PR,Summer,Center B,149,Certified
28933,Asia,Germany,High School,Y,N,37845,1969,West,129455.57,Yearly,Y,Business,Fall,Center C,237,Certified
28934,Asia,Australia,PhD,Y,Y,32534,2003,Northeast,98691.07,Monthly,N,PR,Spring,Center A,94,Certified
28935,Oceania,Germany,PhD,N,N,33437,1964,West,27563.28,Yearly,N,PR,Spring,Center B,286,Denied
28936,Africa,Germany,Master's,N,N,28796,1991,Northeast,40524.54,Monthly,N,Student,Winter,Center A,15,Certified
28937,South America,India,PhD,N,N,27122,2001,West,88193.03,Monthly,Y,PR,Fall,Center D,339,Certified
28938,Oceania,Nigeria,PhD,Y,N,28350,1997,Midwest,62212.87,Weekly,N,Business,Fall,Center A,59,Certified
28939,South America,Canada,High School,Y,N,11623,1952,Midwest,123924.97,Monthly,Y,Tourist,Winter,Center A,335,Certified
28940,Europe,Germany,High School,N,N,27460,2023,Northeast,117568.68,Yearly,Y,Tourist,Fall,Center C,174,Certified
28941,North America,Brazil,PhD,Y,N,18277,2016,South,100070.05,Hourly,Y,Tourist,Fall,Center D,42,Certified
28942,Africa,Canada,High School,Y,N,14665,1994,West,105870.39,Monthly,Y,Student,Summer,Center C,52,Certified
28943,Europe,Australia,PhD,Y,N,45252,1965,South,129097.39,Weekly,Y,PR,Fall,Center C,352,Certified
28944,Europe,Japan,Master's,N,N,26409,1985,Northeast,51251.77,Hourly,Y,Business,Winter,Center A,183,Certified
28945,South America,Canada,High School,Y,Y,33257,1989,South,142696.99,Monthly,N,PR,Spring,Center B,114,Denied
28946,Africa,Brazil,Master's,Y,N,25040,1977,Northeast,14920.21,Yearly,Y,Business,Winter,Center B,346,Certified
28947,South America,Germany,Bachelor's,Y,N,28904,1974,Midwest,84723.03,Hourly,Y,Work,Fall,Center B,170,Certified
28948,North America,Canada,Bachelor's,Y,N,9618,1991,Northeast,88982.7,Hourly,Y,Dependent,Fall,Center C,149,Certified
28949,South America,Nigeria,Master's,Y,N,36746,1959,South,115078.17,Weekly,N,Tourist,Fall,Center B,50,Denied
28950,Asia,Nigeria,PhD,Y,Y,7558,1953,Midwest,92932.92,Monthly,N,Tourist,Spring,Center C,96,Certified
28951,South America,Brazil,High School,Y,N,17810,1972,Midwest,112841.56,Hourly,Y,PR,Fall,Center B,356,Certified
28952,Asia,Germany,Master's,Y,N,27211,1966,Northeast,7552.57,Weekly,Y,Student,Summer,Center D,17,Certified
28953,Europe,Australia,High School,N,Y,10592,1971,Midwest,21729.34,Yearly,Y,Dependent,Summer,Center B,314,Certified
28954,North America,Japan,Master's,N,N,41840,1997,Midwest,7856.2,Hourly,Y,PR,Summer,Center C,37,Certified
28955,Oceania,China,Bachelor's,Y,N,16726,2008,Midwest,67758.73,Hourly,Y,Tourist,Summer,Center B,354,Certified
28956,Asia,China,Bachelor's,Y,N,15476,1964,South,15297.97,Monthly,Y,PR,Fall,Center C,227,Denied
28957,North America,Brazil,Bachelor's,Y,N,6535,1967,South,146215.14,Yearly,N,PR,Summer,Center D,181,Denied
28958,South America,Canada,Diploma,N,N,12269,2017,West,93953.76,Hourly,Y,Tourist,Spring,Center A,34,Certified
28959,Oceania,UAE,PhD,N,Y,16832,1956,Northeast,65260.44,Yearly,N,Dependent,Summer,Center A,319,Certified
28960,South America,China,High School,N,N,1192,1954,Midwest,27340.14,Yearly,Y,Dependent,Fall,Center C,338,Certified
28961,Europe,UAE,Diploma,N,N,2535,1999,West,9124.38,Monthly,Y,Dependent,Spring,Center D,126,Certified
28962,South America,UK,Master's,Y,N,36716,2002,Northeast,18750.25,Weekly,Y,Student,Winter,Center D,18,Certified
28963,Asia,Australia,Diploma,Y,Y,29063,1998,Northeast,113366.46,Yearly,N,Dependent,Fall,Center B,203,Certified
28964,Europe,UK,Master's,Y,N,31650,1960,Midwest,88255.68,Hourly,Y,Dependent,Winter,Center A,224,Certified
28965,North America,India,Master's,Y,Y,22119,1990,Midwest,136402.42,Weekly,Y,Student,Winter,Center D,193,Denied
28966,Europe,UK,Bachelor's,Y,Y,21319,1953,West,90929.02,Yearly,N,PR,Spring,Center C,289,Certified
28967,North America,Canada,PhD,Y,N,9866,2011,Midwest,30123.05,Weekly,N,Dependent,Summer,Center C,36,Certified
